Altium Designer Pick and Place Locations
E:\ProjectB\FOXBMS\foxbms-1\hardware\hw-master\Sources\Project Outputs for master\Pick Place for master.csv

========================================================================================================================
File Design Information:

Date:       05/03/22
Time:       12:20
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"IC601","ADUM3401CRWZ","TopLayer","ADI-RW-16_N","1609.380","2205.660","360","Quad Channel Digital Isolator, Enhanced System-Level ESD Reliability, 2.5 KV rms Insulation Rating, 90 Mbps Data Rate, 32 ns Delay, Industrial, 16-pin SOIC (RW-16), Tube"
"IC401","ADR3425ARJZ-R2","TopLayer","ADI-RJ-6_N","3912.500","636.910","360","Micropower, High Accuracy Voltage Reference, 2.5 V Output, 2.7 to 5.5 V Supply, Industrial, 6-pin SOT23 (RJ-6), Reel"
"X902","samtec_TSW-102-07-G-S","TopLayer","Pinheader_2.54_2","1874.400","2762.874","180","Board-To-Board Connector, Vertical, 2.54 mm, 2 Contacts, Header, TSW Series, Through Hole, 1 Row"
"IC302","RS-xxxxS","TopLayer","RECOM_RS-S_D","1117.126","2796.063","270","Isolating DC/DC Converter"
"R504","10k","TopLayer","RESC1608X05N","1462.500","724.410","90","SMD Resistor 10k 0603"
"T501","BSS84P","TopLayer","INF-PG-SOT23_N","1362.500","724.410","180","P-Channel SIPMOS Small-Signal-Transistor, -60쟗 VDS, -0.17잸 ID, -55 to 150 degC, PG-SOT23, Reel, Green"
"R501","0R","TopLayer","RESC1608X05N","1487.500","1649.410","90","SMD Resistor 0R 0603"
"R503","680R","TopLayer","RESC1608X05N","1487.500","1530.660","90","SMD Resistor 680R 0603"
"R1408","0R","TopLayer","RESC1608X05N","475.000","3186.910","180","SMD Resistor 0R 0603"
"R1407","0R","TopLayer","RESC1608X05N","587.500","3343.160","90","SMD Resistor 0R 0603"
"IC1405","FT231XS-R","TopLayer","SSOP-20_L","381.250","3368.160","90","USB to Full-Handshake UART Interface Chip, UHCI/OHCI/EHCI Compatible, USB 2.0 Compatible, -40 to +85 degC, 20-Pin SSOP, Pb-Free, Tape and Reel"
"C1408","100n/50V","TopLayer","CAPC1608X08N","456.250","3061.910","180","MLCC"
"C1409","100n/50V","TopLayer","CAPC1608X08N","356.250","3186.910","0","MLCC"
"C1410","100n/50V","TopLayer","CAPC1608X08N","450.000","2524.410","180","MLCC"
"C1407","100n/50V","TopLayer","CAPC1608X08N","381.250","3561.910","180","MLCC"
"C1406","4u7/25V","TopLayer","CAPC1608X08N","381.250","3618.160","180","MLCC"
"R1406","27R","TopLayer","RESC1608X05N","531.250","3586.910","90","SMD Resistor 27R 0603"
"R1405","27R","TopLayer","RESC1608X05N","475.000","3586.910","90","SMD Resistor 27R 0603"
"SV1603","samtec_TSW-104-07-G-D","TopLayer","Pinheader_2.54_2x4","1437.010","4015.750","0","Board-To-Board Connector, Vertical, 2.54 mm, 8 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"SV1601","samtec_TSW-104-07-G-D","TopLayer","Pinheader_2.54_2x4","1023.620","4015.750","0","Board-To-Board Connector, Vertical, 2.54 mm, 8 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"SV1604","samtec_TSW-108-07-G-D","TopLayer","Pinheader_2.54_2x8","275.590","1556.690","90","Board-To-Board Connector, Vertical, 2.54 mm, 16 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"SV1602","samtec_TSW-108-07-G-D","TopLayer","Pinheader_2.54_2x8","1850.390","1556.690","90","Board-To-Board Connector, Vertical, 2.54 mm, 16 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"R705","0R","TopLayer","RESC1608X05N","5643.750","4030.660","90","SMD Resistor 0R 0603"
"R506","0R","TopLayer","RESC1608X05N","2162.500","324.410","270","SMD Resistor 0R 0603"
"R403","0R","TopLayer","RESC1608X05N","2162.500","1699.410","0","SMD Resistor 0R 0603"
"R406","0R","TopLayer","RESC1608X05N","2062.500","1530.660","90","SMD Resistor 0R 0603"
"R1106","47R","TopLayer","RESC1608X05N","4409.380","4336.910","90","SMD Resistor 47R 0603"
"R1104","47R","TopLayer","RESC1608X05N","3587.500","4336.910","90","SMD Resistor 47R 0603"
"R1103","47R","TopLayer","RESC1608X05N","3175.000","4336.910","270","SMD Resistor 47R 0603"
"R1102","47R","TopLayer","RESC1608X05N","2762.500","4336.910","270","SMD Resistor 47R 0603"
"R1101","47R","TopLayer","RESC1608X05N","2350.000","4336.910","270","SMD Resistor 47R 0603"
"D902","MM3Z12VT1G","TopLayer","SODFL250X110-2N","1875.000","4249.410","180","Zener Diode"
"R1404","0R","TopLayer","RESC1608X05N","4356.250","3624.410","180","SMD Resistor 0R 0603"
"R1403","0R","TopLayer","RESC1608X05N","4531.250","3861.910","90","SMD Resistor 0R 0603"
"X1601","molex_microfit_3_08x2_THT","TopLayer","MOLEX_MICROFIT_08x2_THT","1102.360","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 16 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-1600"
"R404","680R","TopLayer","RESC1608X05N","2162.500","1636.910","180","SMD Resistor 680R 0603"
"R402","10k","TopLayer","RESC1608X05N","2981.250","2011.910","90","SMD Resistor 10k 0603"
"T401","BSS84P","TopLayer","INF-PG-SOT23_N","2881.250","2011.910","180","P-Channel SIPMOS Small-Signal-Transistor, -60쟗 VDS, -0.17잸 ID, -55 to 150 degC, PG-SOT23, Reel, Green"
"R1105","47R","TopLayer","RESC1608X05N","4000.000","4336.910","90","SMD Resistor 47R 0603"
"D901","MM3Z12VT1G","TopLayer","SODFL250X110-2N","1905.000","4185.000","180","Zener Diode"
"R901","10R","TopLayer","RESC1608X05N","1781.250","3605.660","0","SMD Resistor 10R 0603"
"C901","2u2/50V","TopLayer","CAPC2012X14N","1787.500","3530.660","0","MLCC"
"F1002","fuse_4A_3403.0172.11","TopLayer","Schurter_UMT_250","3450.000","3818.160","180","Schurter SMD Fuse 4.0A UMT 3403.0172.11"
"F1004","fuse_4A_3403.0172.11","TopLayer","Schurter_UMT_250","3450.000","3643.160","0","Schurter SMD Fuse 4.0A UMT 3403.0172.11"
"F1006","fuse_4A_3403.0172.11","TopLayer","Schurter_UMT_250","3856.250","3674.410","90","Schurter SMD Fuse 4.0A UMT 3403.0172.11"
"F1005","fuse_4A_3403.0172.11","TopLayer","Schurter_UMT_250","2690.000","3605.000","0","Schurter SMD Fuse 4.0A UMT 3403.0172.11"
"F1003","fuse_4A_3403.0172.11","TopLayer","Schurter_UMT_250","2080.000","3015.000","90","Schurter SMD Fuse 4.0A UMT 3403.0172.11"
"F1001","fuse_4A_3403.0172.11","TopLayer","Schurter_UMT_250","2080.000","3485.000","90","Schurter SMD Fuse 4.0A UMT 3403.0172.11"
"IC1402","FT231XS-R","TopLayer","SSOP-20_L","4318.750","3861.910","90","USB to Full-Handshake UART Interface Chip, UHCI/OHCI/EHCI Compatible, USB 2.0 Compatible, -40 to +85 degC, 20-Pin SSOP, Pb-Free, Tape and Reel"
"C1403","100n/50V","TopLayer","CAPC1608X08N","4198.425","3127.000","0","MLCC"
"C1404","100n/50V","TopLayer","CAPC1608X08N","4293.750","3680.660","0","MLCC"
"R407","10k","TopLayer","RESC1608X05N","4806.250","1255.660","90","SMD Resistor 10k 0603"
"R507","10k","TopLayer","RESC1608X05N","875.000","1524.410","0","SMD Resistor 10k 0603"
"R505","10k","TopLayer","RESC1608X05N","1193.750","605.660","180","SMD Resistor 10k 0603"
"R405","10k","TopLayer","RESC1608X05N","2200.000","1286.910","270","SMD Resistor 10k 0603"
"C423","1u/35V","TopLayer","CAPC1608X08N","4625.000","1018.160","0","MLCC"
"C424","100n/50V","TopLayer","CAPC1608X08N","4625.000","1080.660","0","MLCC"
"C422","100n/50V","TopLayer","CAPC1608X08N","3918.750","736.910","180","MLCC"
"R502","10k","TopLayer","RESC1608X05N","1006.250","749.410","90","SMD Resistor 10k 0603"
"R401","10k","TopLayer","RESC1608X05N","3287.500","1351.723","90","SMD Resistor 10k 0603"
"TP_GND_301","Testpoint_Round","TopLayer","Testpoint_D1V","183.070","2308.860","270","Testpoint, Via, round"
"TP_GND_201","Testpoint_Round","TopLayer","Testpoint_D1V","6046.750","1326.230","0","Testpoint, Via, round"
"R201","130R","TopLayer","RESC1608X05N","2337.500","1893.160","0","SMD Resistor 130R 0603"
"R301","130R","TopLayer","RESC1608X05N","2581.250","849.410","0","SMD Resistor 130R 0603"
"LED301","orange","TopLayer","LEDC1608X07N","2460.630","849.410","180","LED"
"LED201","orange","TopLayer","LEDC1608X07N","2460.630","1893.160","360","LED"
"SV501","samtec_TSW-106-07-G-D","TopLayer","Pinheader_2.54_2x6","275.000","393.700","90","Board-To-Board Connector, Vertical, 2.54 mm, 12 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"C1807","100n/50V","TopLayer","CAPC1608X08N","5106.250","1680.660","180","MLCC"
"JP2202","SLW-112-01-T-D","BottomLayer","SMTC-SLW-112-01-X-D","5315.038","157.558","180","Low Profile Socket Strips, Through-hole, Vertical, -55 to 105 degC, 2.54 mm Pitch, 24-Pin, Female, RoHS"
"JP2201","SLW-112-01-T-D","BottomLayer","SMTC-SLW-112-01-X-D","3543.310","157.446","180","Low Profile Socket Strips, Through-hole, Vertical, -55 to 105 degC, 2.54 mm Pitch, 24-Pin, Female, RoHS"
"C805","100n/50V","TopLayer","CAPC1608X08N","4725.000","3661.910","0","MLCC"
"C806","100n/50V","TopLayer","CAPC1608X08N","4543.750","3661.910","180","MLCC"
"SV901","samtec_SLW-104-01-G-D","BottomLayer","SLW_104_01_G_D","3543.310","4015.750","180","Board-To-Board Connector, Dual, 2.54 mm, 8 Contacts, Receptacle, SLW Series, Through Hole, 2 Rows"
"C304","2u2/50V","TopLayer","CAPC2012X14N","1156.250","3461.910","180","MLCC"
"C303","2u2/50V","TopLayer","CAPC2012X14N","1156.250","3374.410","180","MLCC"
"C204","2u2/50V","TopLayer","CAPC2012X14N","5818.750","3518.160","90","MLCC"
"C203","2u2/50V","TopLayer","CAPC2012X14N","5731.250","3518.160","90","MLCC"
"X401","samtec_TSW-103-07-G-S","TopLayer","Pinheader_2.54_3","2281.250","2018.160","180","Board-To-Board Connector, Vertical, 2.54 mm, 3 Contacts, Header, TSW Series, Through Hole, 1 Row"
"X402","samtec_TSW-102-07-G-S","TopLayer","Pinheader_2.54_2","2656.250","2018.160","0","Board-To-Board Connector, Vertical, 2.54 mm, 2 Contacts, Header, TSW Series, Through Hole, 1 Row"
"X501","samtec_TSW-102-07-G-S","TopLayer","Pinheader_2.54_2","2212.500","849.410","270","Board-To-Board Connector, Vertical, 2.54 mm, 2 Contacts, Header, TSW Series, Through Hole, 1 Row"
"C308","100n/50V","TopLayer","CAPC1608X08N","556.250","2161.910","0","MLCC"
"C307","1u/35V","TopLayer","CAPC1608X08N","556.250","2224.410","0","MLCC"
"C302","2u2/50V","TopLayer","CAPC2012X14N","1156.250","3286.910","180","MLCC"
"R905","10R","TopLayer","RESC1608X05N","2261.280","4090.000","180","SMD Resistor 10R 0603"
"T901","BUK964R8-60E,118","TopLayer","NXP-SOT404_M","2394.882","3935.000","360","N-Channel TrenchMOS Logic Level FET, 60 V, 100 A, 3-Pin SOT404, Tape and Reel"
"C430","100n/50V","TopLayer","CAPC1608X08N","2456.250","1680.660","0","MLCC"
"C513","100n/50V","TopLayer","CAPC1608X08N","2462.500","99.410","180","MLCC"
"C902","100n/50V","TopLayer","CAPC1608X08N","1781.250","3461.910","0","MLCC"
"R509","130R","TopLayer","RESC1608X05N","2581.250","724.410","180","SMD Resistor 130R 0603"
"R508","130R","TopLayer","RESC1608X05N","2581.250","786.910","180","SMD Resistor 130R 0603"
"R409","130R","TopLayer","RESC1608X05N","2337.500","1768.160","0","SMD Resistor 130R 0603"
"R408","130R","TopLayer","RESC1608X05N","2337.500","1830.660","0","SMD Resistor 130R 0603"
"D201","gen_d_schottky_3A_smb","TopLayer","SMB","6112.500","3561.910","90","Schottky Diode"
"C305","1u/35V","TopLayer","CAPC1608X08N","1256.250","2105.660","0","MLCC"
"C306","100n/50V","TopLayer","CAPC1608X08N","1256.250","2168.160","0","MLCC"
"C301","100n/50V","TopLayer","CAPC1608X08N","556.250","2099.410","0","MLCC"
"C408","100n/50V","TopLayer","CAPC1608X08N","3918.750","549.410","180","MLCC"
"X201","molex_microfit_3_03x2_THT","TopLayer","MOLEX_MICROFIT_03x2_THT","5950.000","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 6 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0600"
"C1102","100n/50V","TopLayer","CAPC1608X08N","4072.293","3941.000","180","MLCC"
"C702","100n/50V","TopLayer","CAPC1608X08N","5500.000","3593.160","180","MLCC"
"C205","1u/35V","TopLayer","CAPC1608X08N","5975.000","1580.660","180","MLCC"
"C2101","100n/50V","TopLayer","CAPC1608X08N","4700.000","286.910","180","MLCC"
"C2102","100n/50V","TopLayer","CAPC1608X08N","4543.750","286.910","180","MLCC"
"SV2101","samtec_TSW-104-07-G-D","TopLayer","Pinheader_2.54_2x4","4429.130","157.480","180","Board-To-Board Connector, Vertical, 2.54 mm, 8 Contacts, Header, TSW Series, Through Hole, 2 Rows"
"X1206","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","4237.500","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X1204","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","3825.000","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X1202","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","3412.500","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X1205","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","3000.000","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X1203","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","2587.500","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X1201","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","2175.000","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"LED502","green","TopLayer","LEDC1608X07N","2460.630","724.410","180","LED"
"LED501","red","TopLayer","LEDC1608X07N","2460.630","786.910","180","LED"
"LED402","green","TopLayer","LEDC1608X07N","2460.630","1768.160","360","LED"
"LED401","red","TopLayer","LEDC1608X07N","2460.630","1830.660","360","LED"
"X1402","67503-1020","TopLayer","MOLX-67503-1020_V","300.201","4549.781","270","USB, MINI, SMD, RA KME04-USBMU03A01"
"X1401","67503-1020","TopLayer","MOLX-67503-1020_V","4650.386","4548.142","270","USB, MINI, SMD, RA KME04-USBMU03A01"
"C411","100n/50V","TopLayer","CAPC1608X08N","4493.750","655.660","0","MLCC"
"C404","100n/50V","TopLayer","CAPC1608X08N","4493.750","543.160","180","MLCC"
"L401","BLM21AG471SN1J","TopLayer","MURA-BLM21-H1-CHIP-2_V","4500.000","599.410","180","Chip Ferrite Bead for General Signal lines, 470 Ohm, 700 mA, -55 to 125 degC, 2 x 1.25 x 1.05 mm SMD, Tape and Reel"
"C403","1u/35V","TopLayer","CAPC1608X08N","3918.750","493.160","180","MLCC"
"C501","18p/50V","TopLayer","CAPC1608X08N","1487.500","1324.000","270","MLCC"
"C505","18p/50V","TopLayer","CAPC1608X08N","1375.000","1424.410","0","MLCC"
"C402","18p/50V","TopLayer","CAPC1608X08N","4062.500","630.660","270","MLCC"
"C414","18p/50V","TopLayer","CAPC1608X08N","4362.500","655.660","270","MLCC"
"C428","18p/50V","TopLayer","CAPC1608X08N","3657.641","937.568","0","MLCC"
"C429","18p/50V","TopLayer","CAPC1608X08N","3657.641","787.568","180","MLCC"
"C1405","100n/50V","TopLayer","CAPC1608X08N","4612.500","3018.160","270","MLCC"
"C1402","100n/50V","TopLayer","CAPC1608X08N","4500.000","4149.410","180","MLCC"
"C1401","4u7/25V","TopLayer","CAPC1608X08N","4500.000","4093.160","180","MLCC"
"C510","100n/50V","TopLayer","CAPC1608X08N","1387.500","1021.280","90","MLCC"
"X701","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","5475.000","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X801","molex_microfit_3_02x2_THT","TopLayer","MOLEX_MICROFIT_02x2_THT","5062.500","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 4 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0400"
"X901","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","1818.900","4480.414","360","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"C1804","100n/50V","TopLayer","CAPC1608X08N","5875.000","1311.910","90","MLCC"
"C1803","100n/50V","TopLayer","CAPC1608X08N","5318.750","986.910","180","MLCC"
"C1802","100n/50V","TopLayer","CAPC1608X08N","5287.500","1074.410","0","MLCC"
"C1805","100n/50V","TopLayer","CAPC1608X08N","4912.500","1118.160","270","MLCC"
"C1801","100n/50V","TopLayer","CAPC1608X08N","5093.750","1074.410","0","MLCC"
"C1806","100n/50V","TopLayer","CAPC1608X08N","5281.250","1705.660","180","MLCC"
"C425","100n/50V","TopLayer","CAPC1608X08N","4312.500","855.660","0","MLCC"
"C509","100n/50V","TopLayer","CAPC1608X08N","1193.750","699.410","180","MLCC"
"C511","2u2/10V","TopLayer","CAPC1608X08N","475.000","924.410","270","MLCC"
"C512","2u2/10V","TopLayer","CAPC1608X08N","700.000","1524.410","0","MLCC"
"C426","2u2/10V","TopLayer","CAPC1608X08N","3818.750","2224.410","90","MLCC"
"C427","2u2/10V","TopLayer","CAPC1608X08N","4806.250","1911.910","90","MLCC"
"C1603","100n/50V","TopLayer","CAPC1608X08N","450.000","1305.660","0","MLCC"
"C1604","100n/50V","TopLayer","CAPC1608X08N","143.750","1274.410","270","MLCC"
"C1601","100n/50V","TopLayer","CAPC1608X08N","2050.000","1261.910","0","MLCC"
"C1602","100n/50V","TopLayer","CAPC1608X08N","2050.000","1205.660","0","MLCC"
"C602","100n/50V","TopLayer","CAPC1608X08N","1443.750","2455.660","0","MLCC"
"C601","100n/50V","TopLayer","CAPC1608X08N","1868.750","2355.660","90","MLCC"
