Altium Designer Pick and Place Locations
E:\ProjectB\FOXBMS\foxbms-1\hardware\hw-slave-18-ltc6813-1\Sources\Project Outputs for slave-18-ltc6813-1\Pick Place for slave.csv

========================================================================================================================
File Design Information:

Date:       05/03/22
Time:       13:19
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C1327_2","10n/100V","TopLayer","CAPC1608X08N","2425.000","1300.000","270","MLCC"
"C1328_2","10n/100V","TopLayer","CAPC1608X08N","2525.000","1300.000","270","MLCC"
"C1329_2","10n/100V","TopLayer","CAPC1608X08N","2625.000","1300.000","270","MLCC"
"R1318_1","100R","TopLayer","RESC1608X05N","4675.000","1175.000","90","SMD Resistor 100R 0603"
"R1317_1","100R","TopLayer","RESC1608X05N","4575.000","1175.000","90","SMD Resistor 100R 0603"
"R1316_1","100R","TopLayer","RESC1608X05N","4475.000","1175.000","90","SMD Resistor 100R 0603"
"R1315_1","100R","TopLayer","RESC1608X05N","4375.000","1175.000","90","SMD Resistor 100R 0603"
"R1314_1","100R","TopLayer","RESC1608X05N","4275.000","1175.000","90","SMD Resistor 100R 0603"
"R1313_1","100R","TopLayer","RESC1608X05N","4175.000","1175.000","90","SMD Resistor 100R 0603"
"C1335_1","10n/100V","TopLayer","CAPC1608X08N","4775.000","1587.500","0","MLCC"
"C1334_1","10n/100V","TopLayer","CAPC1608X08N","4675.000","1650.000","0","MLCC"
"C1333_1","10n/100V","TopLayer","CAPC1608X08N","4575.000","1587.500","0","MLCC"
"C1332_1","10n/100V","TopLayer","CAPC1608X08N","4475.000","1650.000","0","MLCC"
"C1331_1","10n/100V","TopLayer","CAPC1608X08N","4375.000","1587.500","0","MLCC"
"C1330_1","10n/100V","TopLayer","CAPC1608X08N","4275.000","1650.000","0","MLCC"
"Z1317_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4775.000","1400.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1316_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4674.209","1500.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1315_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4575.000","1400.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1314_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4475.000","1500.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1313_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4375.000","1400.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1312_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","4275.000","1500.000","360","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"C1324_1","10n/100V","TopLayer","CAPC1608X08N","4225.000","1300.000","270","MLCC"
"C1325_1","10n/100V","TopLayer","CAPC1608X08N","4325.000","1300.000","270","MLCC"
"C1326_1","10n/100V","TopLayer","CAPC1608X08N","4425.000","1300.000","270","MLCC"
"C1327_1","10n/100V","TopLayer","CAPC1608X08N","4525.000","1300.000","270","MLCC"
"C1328_1","10n/100V","TopLayer","CAPC1608X08N","4625.000","1300.000","270","MLCC"
"C1329_1","10n/100V","TopLayer","CAPC1608X08N","4725.000","1300.000","270","MLCC"
"F301","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","4550.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F302","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","4625.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F303","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","4700.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F304","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","4775.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F305","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","4850.000","587.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F306","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","4925.000","787.500","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"IC1400_2","LTC6813HLWE-1#3ZZPBF","TopLayer","TSQFP50P1200X1200X160_HS-65N","3262.500","1962.500","0","18 Cell Multicell Battery Monitor, -40 to 125 degC, Pb-Free"
"IC1400_1","LTC6813HLWE-1#3ZZPBF","TopLayer","TSQFP50P1200X1200X160_HS-65N","5362.500","1962.500","0","18 Cell Multicell Battery Monitor, -40 to 125 degC, Pb-Free"
"R1118","10k","TopLayer","RESC1608X05N","4830.217","2387.500","90","SMD Resistor 10k 0603"
"R1106","150R","TopLayer","RESC1608X05N","3300.000","2672.441","270","SMD Resistor 150R 0603"
"R1107","150R","TopLayer","RESC1608X05N","3525.000","2672.441","270","SMD Resistor 150R 0603"
"R1108","150R","TopLayer","RESC1608X05N","3750.000","2672.441","270","SMD Resistor 150R 0603"
"R1109","150R","TopLayer","RESC1608X05N","3906.887","2672.441","270","SMD Resistor 150R 0603"
"R1110","150R","TopLayer","RESC1608X05N","3962.290","2612.500","270","SMD Resistor 150R 0603"
"R1111","150R","TopLayer","RESC1608X05N","4062.500","2612.010","270","SMD Resistor 150R 0603"
"R1100","150R","TopLayer","RESC1608X05N","4162.500","2612.010","270","SMD Resistor 150R 0603"
"R1101","150R","TopLayer","RESC1608X05N","4262.500","2612.010","270","SMD Resistor 150R 0603"
"R1102","150R","TopLayer","RESC1608X05N","5100.000","2672.441","270","SMD Resistor 150R 0603"
"R1103","150R","TopLayer","RESC1608X05N","5325.000","2672.441","270","SMD Resistor 150R 0603"
"R1104","150R","TopLayer","RESC1608X05N","5550.000","2672.441","270","SMD Resistor 150R 0603"
"R1105","150R","TopLayer","RESC1608X05N","5775.000","2672.441","270","SMD Resistor 150R 0603"
"TP1400_2","Testpoint_Square","TopLayer","Testpoint_S1","3100.000","2512.500","180","Testpoint, square"
"TP1400_1","Testpoint_Square","TopLayer","Testpoint_S1","5212.500","2512.500","180","Testpoint, square"
"C407","100n/50V","TopLayer","CAPC1608X08N","1020.667","1237.500","0","MLCC"
"C406","100n/50V","TopLayer","CAPC1608X08N","1237.500","1312.500","270","MLCC"
"C404","100n/50V","TopLayer","CAPC1608X08N","1012.500","1512.500","0","MLCC"
"C405","100n/50V","TopLayer","CAPC1608X08N","1237.500","1437.500","90","MLCC"
"X403","gen_pinheader_2.54_2x5","TopLayer","Pinheader_2.54_2x5","1450.000","1975.000","180","Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"
"X402","gen_pinheader_2.54_2x5","TopLayer","Pinheader_2.54_2x5","1450.000","1675.000","180","Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"
"C403","100n/50V","TopLayer","CAPC1608X08N","1162.500","1975.000","90","MLCC"
"C402","100n/50V","TopLayer","CAPC1608X08N","1161.710","1674.510","90","MLCC"
"X401","gen_pinheader_2.54_2x9","TopLayer","Pinheader_2.54_2x9","649.997","1975.000","180","Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"
"C400","100n/50V","TopLayer","CAPC1608X08N","262.500","1837.500","180","MLCC"
"X400","gen_pinheader_2.54_2x9","TopLayer","Pinheader_2.54_2x9","649.997","1675.000","180","Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"
"C401","100n/50V","TopLayer","CAPC1608X08N","262.500","1537.500","180","MLCC"
"X202","molex_microfit_3_08x2_THT","TopLayer","MOLEX_MICROFIT_08x2_THT","2677.165","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 16 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-1600"
"X201","molex_microfit_3_08x2_THT","TopLayer","MOLEX_MICROFIT_08x2_THT","3799.213","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 16 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-1600"
"C1100","100n/50V","TopLayer","CAPC1608X08N","4830.217","2255.567","90","MLCC"
"D1100","BAT54C,215","TopLayer","NXP-SOT23-3_V","3961.710","2149.510","180","Schottky Barrier Diode, 30 V, 3-Pin SOT23, RoHS, Tape and Reel"
"TP1409_2","Testpoint_Square","TopLayer","Testpoint_S1","3762.500","2218.750","180","Testpoint, square"
"TP1408_2","Testpoint_Square","TopLayer","Testpoint_S1","3762.500","2275.000","180","Testpoint, square"
"TP1409_1","Testpoint_Square","TopLayer","Testpoint_S1","5861.710","2218.750","180","Testpoint, square"
"TP1408_1","Testpoint_Square","TopLayer","Testpoint_S1","5862.500","2275.000","180","Testpoint, square"
"D1400_2","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","2037.500","1436.713","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"D1400_1","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","4137.500","1436.713","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"X200","molex_microfit_3_12x2_THT","TopLayer","MOLEX_MICROFIT_12x2_THT","5157.480","242.426","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 24 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-2400"
"X404","gen_pinheader_2.54_2x10","TopLayer","Pinheader_2.54_2x10","700.000","1375.000","180","Standard Pinheader, THD, gerade, 2.54mm, 2-reihig"
"R707_2","10k","TopLayer","RESC1608X05N","2055.312","899.020","90","SMD Resistor 10k 0603"
"R706_2","10k","TopLayer","RESC1608X05N","2117.812","899.020","90","SMD Resistor 10k 0603"
"R705_2","10k","TopLayer","RESC1608X05N","2180.312","899.020","90","SMD Resistor 10k 0603"
"R704_2","10k","TopLayer","RESC1608X05N","2242.812","899.020","90","SMD Resistor 10k 0603"
"R703_2","10k","TopLayer","RESC1608X05N","2305.312","899.020","90","SMD Resistor 10k 0603"
"R702_2","10k","TopLayer","RESC1608X05N","2367.812","899.020","90","SMD Resistor 10k 0603"
"R701_2","10k","TopLayer","RESC1608X05N","2430.312","899.020","90","SMD Resistor 10k 0603"
"R700_2","10k","TopLayer","RESC1608X05N","2492.812","899.020","90","SMD Resistor 10k 0603"
"R707_1","10k","TopLayer","RESC1608X05N","3184.151","900.030","90","SMD Resistor 10k 0603"
"R706_1","10k","TopLayer","RESC1608X05N","3246.651","900.030","90","SMD Resistor 10k 0603"
"R705_1","10k","TopLayer","RESC1608X05N","3309.151","900.030","90","SMD Resistor 10k 0603"
"R704_1","10k","TopLayer","RESC1608X05N","3371.651","900.030","90","SMD Resistor 10k 0603"
"R703_1","10k","TopLayer","RESC1608X05N","3434.151","900.030","90","SMD Resistor 10k 0603"
"R702_1","10k","TopLayer","RESC1608X05N","3496.651","900.030","90","SMD Resistor 10k 0603"
"R701_1","10k","TopLayer","RESC1608X05N","3559.151","900.030","90","SMD Resistor 10k 0603"
"R700_1","10k","TopLayer","RESC1608X05N","3621.651","900.030","90","SMD Resistor 10k 0603"
"R107_2","10k","TopLayer","RESC1608X05N","3095.732","473.820","180","SMD Resistor 10k 0603"
"R106_2","10k","TopLayer","RESC1608X05N","2977.622","473.820","180","SMD Resistor 10k 0603"
"R105_2","10k","TopLayer","RESC1608X05N","2859.512","473.820","180","SMD Resistor 10k 0603"
"R104_2","10k","TopLayer","RESC1608X05N","2741.402","473.820","180","SMD Resistor 10k 0603"
"R103_2","10k","TopLayer","RESC1608X05N","2623.292","473.820","180","SMD Resistor 10k 0603"
"R102_2","10k","TopLayer","RESC1608X05N","2505.172","473.820","180","SMD Resistor 10k 0603"
"R101_2","10k","TopLayer","RESC1608X05N","2387.062","473.820","180","SMD Resistor 10k 0603"
"R100_2","10k","TopLayer","RESC1608X05N","2268.952","473.820","180","SMD Resistor 10k 0603"
"R107_1","10k","TopLayer","RESC1608X05N","4222.561","474.830","180","SMD Resistor 10k 0603"
"R106_1","10k","TopLayer","RESC1608X05N","4104.451","474.830","180","SMD Resistor 10k 0603"
"R105_1","10k","TopLayer","RESC1608X05N","3986.341","474.830","180","SMD Resistor 10k 0603"
"R104_1","10k","TopLayer","RESC1608X05N","3868.231","474.830","180","SMD Resistor 10k 0603"
"R103_1","10k","TopLayer","RESC1608X05N","3750.121","474.830","180","SMD Resistor 10k 0603"
"R102_1","10k","TopLayer","RESC1608X05N","3632.011","474.830","180","SMD Resistor 10k 0603"
"R101_1","10k","TopLayer","RESC1608X05N","3513.901","474.830","180","SMD Resistor 10k 0603"
"R100_1","10k","TopLayer","RESC1608X05N","3395.791","474.830","180","SMD Resistor 10k 0603"
"R1312_2","100R","TopLayer","RESC1608X05N","3174.210","1174.510","90","SMD Resistor 100R 0603"
"R1311_2","100R","TopLayer","RESC1608X05N","3074.210","1174.510","90","SMD Resistor 100R 0603"
"R1310_2","100R","TopLayer","RESC1608X05N","2974.210","1174.510","90","SMD Resistor 100R 0603"
"R1309_2","100R","TopLayer","RESC1608X05N","2874.210","1174.510","90","SMD Resistor 100R 0603"
"R1308_2","100R","TopLayer","RESC1608X05N","2774.210","1174.510","90","SMD Resistor 100R 0603"
"R1307_2","100R","TopLayer","RESC1608X05N","2674.210","1174.510","90","SMD Resistor 100R 0603"
"R1306_2","100R","TopLayer","RESC1608X05N","3874.210","1174.510","90","SMD Resistor 100R 0603"
"R1305_2","100R","TopLayer","RESC1608X05N","3774.210","1174.510","90","SMD Resistor 100R 0603"
"R1304_2","100R","TopLayer","RESC1608X05N","3674.210","1174.510","90","SMD Resistor 100R 0603"
"R1303_2","100R","TopLayer","RESC1608X05N","3574.210","1174.510","90","SMD Resistor 100R 0603"
"R1302_2","100R","TopLayer","RESC1608X05N","3474.210","1174.510","90","SMD Resistor 100R 0603"
"R1301_2","100R","TopLayer","RESC1608X05N","3374.210","1174.510","90","SMD Resistor 100R 0603"
"R1300_2","100R","TopLayer","RESC1608X05N","3274.210","1174.510","90","SMD Resistor 100R 0603"
"R1312_1","100R","TopLayer","RESC1608X05N","5274.210","1174.510","90","SMD Resistor 100R 0603"
"R1311_1","100R","TopLayer","RESC1608X05N","5174.210","1174.510","90","SMD Resistor 100R 0603"
"R1310_1","100R","TopLayer","RESC1608X05N","5074.210","1174.510","90","SMD Resistor 100R 0603"
"R1309_1","100R","TopLayer","RESC1608X05N","4974.210","1174.510","90","SMD Resistor 100R 0603"
"R1308_1","100R","TopLayer","RESC1608X05N","4874.210","1174.510","90","SMD Resistor 100R 0603"
"R1307_1","100R","TopLayer","RESC1608X05N","4774.210","1174.510","90","SMD Resistor 100R 0603"
"R1306_1","100R","TopLayer","RESC1608X05N","5974.210","1174.510","90","SMD Resistor 100R 0603"
"R1305_1","100R","TopLayer","RESC1608X05N","5874.210","1174.510","90","SMD Resistor 100R 0603"
"R1304_1","100R","TopLayer","RESC1608X05N","5774.210","1174.510","90","SMD Resistor 100R 0603"
"R1303_1","100R","TopLayer","RESC1608X05N","5674.210","1174.510","90","SMD Resistor 100R 0603"
"R1302_1","100R","TopLayer","RESC1608X05N","5574.210","1174.510","90","SMD Resistor 100R 0603"
"R1301_1","100R","TopLayer","RESC1608X05N","5474.210","1174.510","90","SMD Resistor 100R 0603"
"R1300_1","100R","TopLayer","RESC1608X05N","5374.210","1174.510","90","SMD Resistor 100R 0603"
"C1323_2","10n/100V","TopLayer","CAPC1608X08N","3275.000","1587.500","0","MLCC"
"C1322_2","10n/100V","TopLayer","CAPC1608X08N","3174.210","1649.510","0","MLCC"
"C1321_2","10n/100V","TopLayer","CAPC1608X08N","3075.000","1587.500","0","MLCC"
"C1320_2","10n/100V","TopLayer","CAPC1608X08N","2974.210","1649.510","0","MLCC"
"C1319_2","10n/100V","TopLayer","CAPC1608X08N","2875.000","1587.500","0","MLCC"
"C1318_2","10n/100V","TopLayer","CAPC1608X08N","2774.210","1649.510","0","MLCC"
"C1311_2","10n/100V","TopLayer","CAPC1608X08N","3875.000","1587.500","0","MLCC"
"C1310_2","10n/100V","TopLayer","CAPC1608X08N","3774.210","1649.510","0","MLCC"
"C1309_2","10n/100V","TopLayer","CAPC1608X08N","3675.000","1587.500","0","MLCC"
"C1308_2","10n/100V","TopLayer","CAPC1608X08N","3574.210","1649.510","0","MLCC"
"C1307_2","10n/100V","TopLayer","CAPC1608X08N","3475.000","1587.500","0","MLCC"
"C1306_2","10n/100V","TopLayer","CAPC1608X08N","3374.210","1649.510","0","MLCC"
"C1323_1","10n/100V","TopLayer","CAPC1608X08N","5375.000","1587.500","0","MLCC"
"C1322_1","10n/100V","TopLayer","CAPC1608X08N","5274.210","1649.510","0","MLCC"
"C1321_1","10n/100V","TopLayer","CAPC1608X08N","5175.000","1587.500","0","MLCC"
"C1320_1","10n/100V","TopLayer","CAPC1608X08N","5074.210","1649.510","0","MLCC"
"C1319_1","10n/100V","TopLayer","CAPC1608X08N","4975.000","1587.500","0","MLCC"
"C1318_1","10n/100V","TopLayer","CAPC1608X08N","4874.210","1649.510","0","MLCC"
"C1311_1","10n/100V","TopLayer","CAPC1608X08N","5975.000","1587.500","0","MLCC"
"C1310_1","10n/100V","TopLayer","CAPC1608X08N","5874.210","1649.510","0","MLCC"
"C1309_1","10n/100V","TopLayer","CAPC1608X08N","5775.000","1587.500","0","MLCC"
"C1308_1","10n/100V","TopLayer","CAPC1608X08N","5674.210","1649.510","0","MLCC"
"C1307_1","10n/100V","TopLayer","CAPC1608X08N","5575.490","1587.500","0","MLCC"
"C1306_1","10n/100V","TopLayer","CAPC1608X08N","5474.210","1649.510","0","MLCC"
"R1410_2","0R","TopLayer","RESC1608X05N","3637.500","2225.000","180","SMD Resistor 0R 0603"
"R1409_2","0R","TopLayer","RESC1608X05N","3637.500","2293.750","180","SMD Resistor 0R 0603"
"R1412_1","0R","TopLayer","RESC1608X05N","5737.500","2100.000","180","SMD Resistor 0R 0603"
"R1411_1","0R","TopLayer","RESC1608X05N","5737.500","2178.750","180","SMD Resistor 0R 0603"
"R1408_2","0R","TopLayer","RESC1608X05N","3637.500","2406.250","180","SMD Resistor 0R 0603"
"R1407_2","0R","TopLayer","RESC1608X05N","3087.500","2418.750","90","SMD Resistor 0R 0603"
"R1405_2","120R","TopLayer","RESC1608X05N","987.500","1150.000","0","SMD Resistor 120R 0603"
"LD1400_2","green","TopLayer","LEDC1608X07N","3337.500","2512.500","360","TLMG1100-GS08"
"R1405_1","120R","TopLayer","RESC1608X05N","1612.500","1150.000","0","SMD Resistor 120R 0603"
"LD1400_1","green","TopLayer","LEDC1608X07N","5450.000","2512.500","360","TLMG1100-GS08"
"R800_2","10k","TopLayer","RESC1608X05N","1812.500","1987.500","0","SMD Resistor 10k 0603"
"R800_1","10k","TopLayer","RESC1608X05N","3987.500","1987.500","0","SMD Resistor 10k 0603"
"IC800_2","MCP9800A0T-M/OT","TopLayer","SOT-23-OT5_L","1812.500","1875.000","270","2-Wire High-Accuracy Temperature Sensor, Slave Address 000, 5-Pin SOT-23, -55°C to +125°C Temperature, Tape and Reel"
"C800_2","100n/50V","TopLayer","CAPC1608X08N","1916.437","1903.543","270","MLCC"
"IC800_1","MCP9800A0T-M/OT","TopLayer","SOT-23-OT5_L","4000.000","1875.000","270","2-Wire High-Accuracy Temperature Sensor, Slave Address 000, 5-Pin SOT-23, -55°C to +125°C Temperature, Tape and Reel"
"C801_1","100n/50V","TopLayer","CAPC1608X08N","4112.500","1912.500","270","MLCC"
"IC801_2","M24M02-DWMN3TP/K","TopLayer","SOIC127P600X175-8N","3824.210","1916.535","270","Automotive 2-Mbit serial I²C 
bus EEPROM with 1 MHz clock"
"C801_2","100n/50V","TopLayer","CAPC1608X08N","3878.344","1738.091","360","MLCC"
"C700_2","100n/50V","TopLayer","CAPC1608X08N","2106.250","581.250","180","MLCC"
"C700_1","100n/50V","TopLayer","CAPC1608X08N","3262.500","550.000","180","MLCC"
"C104_2","1u/50V","TopLayer","CAPC2012X14N","1175.000","2200.000","90","MLCC"
"C107_2","10n/100V","TopLayer","CAPC1608X08N","1136.710","2312.010","180","MLCC"
"R109_2","100R","TopLayer","RESC1608X05N","1011.710","2312.010","0","SMD Resistor 100R 0603"
"C105_2","1u/50V","TopLayer","CAPC2012X14N","563.210","2235.939","90","MLCC"
"C100_2","100n/50V","TopLayer","CAPC1608X08N","3187.500","387.500","90","MLCC"
"C103_2","1u/50V","TopLayer","CAPC2012X14N","3106.250","818.750","270","MLCC"
"C106_2","10n/100V","TopLayer","CAPC1608X08N","3637.500","2350.000","0","MLCC"
"R108_2","100R","TopLayer","RESC1608X05N","3006.250","968.750","360","SMD Resistor 100R 0603"
"C102_2","1u/50V","TopLayer","CAPC2012X14N","282.133","2120.790","0","MLCC"
"C101_2","1u/50V","TopLayer","CAPC2012X14N","2487.500","781.250","90","MLCC"
"R1410_1","0R","TopLayer","RESC1608X05N","5737.500","2225.000","180","SMD Resistor 0R 0603"
"R1409_1","0R","TopLayer","RESC1608X05N","5737.500","2293.750","180","SMD Resistor 0R 0603"
"C104_1","1u/50V","TopLayer","CAPC2012X14N","1049.210","2384.510","0","MLCC"
"C107_1","10n/100V","TopLayer","CAPC1608X08N","1125.000","2600.000","180","MLCC"
"R109_1","100R","TopLayer","RESC1608X05N","1012.500","2600.000","0","SMD Resistor 100R 0603"
"C105_1","1u/50V","TopLayer","CAPC2012X14N","560.000","2547.954","90","MLCC"
"C100_1","100n/50V","TopLayer","CAPC1608X08N","4318.750","387.500","90","MLCC"
"X503","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","1082.677","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"X502","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","1377.953","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"X501","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","1673.228","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"X500","molex_microfit_3_01x2_THT","TopLayer","MOLEX_MICROFIT_01x2_THT","1968.504","242.421","180","Micro-Fit 3.0 Right Angle Header, 3.00mm Pitch, Dual Row, 2 Circuits, with Snap-in Plastic Peg PCB Lock, Tin, Glow Wire Capable, Black, 43045-0200"
"R1419_2","1k2","TopLayer","RESC1608X05N","3745.470","2115.500","90","SMD Resistor 1k2 0603"
"R1417_2","0R","TopLayer","RESC1608X05N","3636.710","1795.470","180","SMD Resistor 0R 0603"
"R1406_2","0R","TopLayer","RESC1608X05N","3087.500","2314.471","90","SMD Resistor 0R 0603"
"R1400_2","1k2","TopLayer","RESC1608X05N","3162.500","2314.471","90","SMD Resistor 1k2 0603"
"R1412_2","0R","TopLayer","RESC1608X05N","3637.500","2100.000","180","SMD Resistor 0R 0603"
"R1411_2","0R","TopLayer","RESC1608X05N","3637.500","2168.750","180","SMD Resistor 0R 0603"
"R1413_2","0R","TopLayer","RESC1608X05N","3637.500","2043.750","180","SMD Resistor 0R 0603"
"R1414_2","0R","TopLayer","RESC1608X05N","3637.500","1975.000","180","SMD Resistor 0R 0603"
"R1419_1","1k2","TopLayer","RESC1608X05N","5837.500","2106.250","90","SMD Resistor 1k2 0603"
"R1407_1","0R","TopLayer","RESC1608X05N","5200.000","2418.750","90","SMD Resistor 0R 0603"
"R1408_1","0R","TopLayer","RESC1608X05N","5737.500","2406.250","180","SMD Resistor 0R 0603"
"R1400_1","1k2","TopLayer","RESC1608X05N","5275.000","2316.437","90","SMD Resistor 1k2 0603"
"R1414_1","0R","TopLayer","RESC1608X05N","5737.500","1968.750","180","SMD Resistor 0R 0603"
"R1413_1","0R","TopLayer","RESC1608X05N","5737.500","2043.750","180","SMD Resistor 0R 0603"
"R1415_1","0R","TopLayer","RESC1608X05N","5737.500","1912.500","180","SMD Resistor 0R 0603"
"R1416_1","0R","TopLayer","RESC1608X05N","5737.500","1847.050","180","SMD Resistor 0R 0603"
"TP1401_2","Testpoint_Square","TopLayer","Testpoint_S1","3762.500","2331.250","180","Testpoint, square"
"TP1402_2","Testpoint_Square","TopLayer","Testpoint_S1","3762.500","2387.500","180","Testpoint, square"
"TP1403_2","Testpoint_Square","TopLayer","Testpoint_S1","3437.500","2512.500","0","Testpoint, square"
"C1402_2","1u/50V","TopLayer","CAPC2012X14N","3437.500","2325.000","270","MLCC"
"C1403_2","1u/50V","TopLayer","CAPC2012X14N","3362.500","2325.000","270","MLCC"
"C1401_2","1u/50V","TopLayer","CAPC2012X14N","3512.500","2325.000","270","MLCC"
"C1400_2","100n/200V","TopLayer","CAPC3216X18N","2975.000","2350.000","90","MLCC"
"R1416_2","0R","TopLayer","RESC1608X05N","3636.710","1849.210","180","SMD Resistor 0R 0603"
"R1404_2","1M","TopLayer","RESC1608X05N","3287.500","2314.471","90","SMD Resistor 1M 0603"
"R1415_2","0R","TopLayer","RESC1608X05N","3637.500","1918.750","180","SMD Resistor 0R 0603"
"TR1400_2","HM2102NL","TopLayer","HM2102NL","869.400","812.096","90","Pulse HM2102NL BMS Transformer"
"R1402_2","820R","TopLayer","RESC1608X05N","3225.000","2314.471","270","SMD Resistor 820R 0603"
"R1401_2","100R","TopLayer","RESC2012X05N","2900.000","2350.000","270","SMD Resistor 100R 0805"
"C1405_2","100p/50V","TopLayer","CAPC1608X08N","837.500","1175.000","270","MLCC"
"C1404_2","100p/50V","TopLayer","CAPC1608X08N","900.000","1175.000","270","MLCC"
"R1418_2","120R","TopLayer","RESC1608X05N","750.000","1150.000","360","SMD Resistor 120R 0603"
"R1403_2","270R","TopLayer","RESC1608X05N","3231.250","2512.500","360","SMD Resistor 270R 0603"
"TR1400_1","HM2102NL","TopLayer","HM2102NL","1494.400","812.096","90","Pulse HM2102NL BMS Transformer"
"R1402_1","820R","TopLayer","RESC1608X05N","5334.488","2316.437","270","SMD Resistor 820R 0603"
"R1401_1","100R","TopLayer","RESC2012X05N","5025.000","2350.000","270","SMD Resistor 100R 0805"
"C1405_1","100p/50V","TopLayer","CAPC1608X08N","1462.500","1175.000","270","MLCC"
"C1404_1","100p/50V","TopLayer","CAPC1608X08N","1525.000","1175.000","270","MLCC"
"R1406_1","0R","TopLayer","RESC1608X05N","5200.000","2312.500","90","SMD Resistor 0R 0603"
"R1404_1","1M","TopLayer","RESC1608X05N","5390.940","2316.437","90","SMD Resistor 1M 0603"
"R1417_1","0R","TopLayer","RESC1608X05N","5737.500","1787.500","180","SMD Resistor 0R 0603"
"R1418_1","120R","TopLayer","RESC1608X05N","1375.000","1150.000","360","SMD Resistor 120R 0603"
